13
50	97
4	21
73	19
18	35
67	42
21	67
7	75
92	81
75	17
45	68
93	51
89	15
23	67
14
39	66
25	39
73	66
56	96
15	41
99	4
1	14
26	42
87	93
38	71
8	24
87	14
49	35
38	49
12
82	25
49	89
38	41
92	46
14	93
77	63
51	34
79	5
42	54
4	63
91	53
42	76
13
88	37
68	97
92	93
66	5
15	1
2	28
60	56
81	6
60	5
19	75
9	91
18	98
74	50
11
37	34
38	69
63	55
43	46
69	26
95	76
38	64
34	65
100	52
63	69
66	95
11
92	70
78	52
7	47
92	60
97	67
23	99
78	95
95	85
11	3
37	3
22	62
11
39	51
89	91
55	1
88	64
13	87
25	58
99	82
80	65
21	65
56	40
84	28
13
81	75
25	90
49	62
27	31
75	38
70	89
41	64
17	7
35	19
25	80
97	9
24	8
93	91
14
33	17
80	10
61	54
2	79
54	25
18	60
35	56
14	88
96	13
68	34
2	20
86	72
19	9
74	99
11
81	96
63	1
33	92
41	81
93	70
88	5
99	94
18	72
64	57
30	18
34	64
13
86	43
36	42
77	70
69	15
92	2
75	99
25	97
30	52
1	64
1	27
78	15
76	29
17	98
14
28	44
44	9
30	61
52	96
90	39
45	41
22	3
3	35
92	64
5	67
66	12
22	55
76	29
57	92
15
12	2
22	59
65	18
52	63
82	86
89	25
68	9
85	18
6	56
31	81
59	67
30	22
23	22
4	96
22	10
14
50	12
61	80
39	22
73	8
39	7
82	43
2	32
67	13
1	78
72	11
11	88
66	75
48	70
31	94
13
5	42
23	75
84	67
1	40
72	61
6	15
58	68
95	92
80	61
90	52
96	28
22	54
28	1
13
47	77
75	39
37	60
5	22
62	5
87	72
6	39
81	34
17	53
83	72
49	38
78	54
12	98
14
99	80
36	85
12	64
43	78
30	20
69	35
69	25
44	11
87	11
21	9
23	75
17	95
14	1
99	68
13
34	99
54	55
7	16
8	24
49	33
55	93
78	8
11	93
11	27
82	100
97	67
77	13
86	25
12
28	58
76	95
98	23
32	71
29	68
50	29
67	75
87	68
51	10
37	41
66	81
17	26
14
49	12
30	49
85	12
29	48
91	45
26	35
40	66
63	26
94	74
24	72
4	79
57	6
26	24
20	83
12
20	63
12	50
53	15
88	76
75	47
85	24
73	50
12	69
5	67
88	22
40	78
97	77
15
9	33
53	87
14	58
3	61
46	91
54	9
21	37
75	45
69	16
4	16
35	1
88	88
43	55
60	8
78	28
13
33	98
30	19
32	18
58	4
91	12
12	15
6	100
69	34
76	30
11	66
60	85
76	69
86	98
13
26	68
50	98
33	34
59	35
64	36
16	56
83	9
74	30
93	84
30	49
18	58
63	42
37	49
11
93	56
57	35
99	97
23	97
28	72
23	2
52	66
85	92
83	68
65	68
27	3
15
33	96
72	14
60	51
92	45
14	27
77	28
87	100
6	35
12	15
30	14
38	7
1	73
78	27
7	30
48	87
11
67	53
40	72
100	93
71	81
66	30
43	42
86	35
29	31
54	93
13	50
68	59
13
42	32
49	3
47	85
21	32
14	35
1	19
79	71
2	82
82	75
99	21
44	14
74	92
90	79
12
73	91
77	54
32	58
27	55
97	11
48	54
84	70
21	59
15	47
51	100
90	58
30	5
12
57	85
78	61
91	96
70	21
22	94
53	25
93	52
24	41
14	76
47	22
49	58
42	21
16
27	6
77	3
12	25
56	73
36	44
8	27
4	55
40	93
72	52
30	64
16	86
47	23
59	1
100	5
24	25
33	49
11
53	39
59	81
61	19
23	43
59	86
54	46
73	28
77	75
65	63
72	88
43	90
14
97	82
29	47
13	9
17	43
69	83
40	10
53	39
49	42
2	78
42	24
